route_number,stop_index,stop_name,hour,minutes
300,32,#122-ე საჯარო სკოლა - [987],12,00 10 20 30 40 50
300,32,#122-ე საჯარო სკოლა - [987],13,00 10 20 30 40 50
300,32,#122-ე საჯარო სკოლა - [987],14,00 10 20 30 40 50
300,32,#122-ე საჯარო სკოლა - [987],15,00 10 20 30 40 50
300,32,#122-ე საჯარო სკოლა - [987],16,00 10 20 30 40 50
300,32,#122-ე საჯარო სკოლა - [987],17,00 10 20 30 40 50
300,32,#122-ე საჯარო სკოლა - [987],18,00 10 20 30 40 50
300,32,#122-ე საჯარო სკოლა - [987],19,00 10 20 30 40 50
300,32,#122-ე საჯარო სკოლა - [987],20,00 10 20 30 40 50
300,32,#122-ე საჯარო სკოლა - [987],21,00 10 20 30 40 50
300,32,#122-ე საჯარო სკოლა - [987],22,00 10 20 30 40 50
300,33,დავით თავხელიძის ქუჩა - [989],6,00 10 20 30 40 50
300,33,დავით თავხელიძის ქუჩა - [989],7,00 10 20 30 40 50
300,33,დავით თავხელიძის ქუჩა - [989],8,00 10 20 30 40 50
300,33,დავით თავხელიძის ქუჩა - [989],9,00 10 20 30 40 50
300,33,დავით თავხელიძის ქუჩა - [989],10,00 10 20 30 40 50
300,33,დავით თავხელიძის ქუჩა - [989],11,00 10 20 30 40 50
300,33,დავით თავხელიძის ქუჩა - [989],12,00 10 20 30 40 50
300,33,დავით თავხელიძის ქუჩა - [989],13,00 10 20 30 40 50
300,33,დავით თავხელიძის ქუჩა - [989],14,00 10 20 30 40 50
300,33,დავით თავხელიძის ქუჩა - [989],15,00 10 20 30 40 50
300,33,დავით თავხელიძის ქუჩა - [989],16,00 10 20 30 40 50
300,33,დავით თავხელიძის ქუჩა - [989],17,00 10 20 30 40 50
300,33,დავით თავხელიძის ქუჩა - [989],18,00 10 20 30 40 50
300,33,დავით თავხელიძის ქუჩა - [989],19,00 10 20 30 40 50
300,33,დავით თავხელიძის ქუჩა - [989],20,00 10 20 30 40 50
300,33,დავით თავხელიძის ქუჩა - [989],21,00 10 20 30 40 50
300,33,დავით თავხელიძის ქუჩა - [989],22,00 10 20 30 40 50
300,34,ალექსანდრე ყაზბეგის გამზირი #44 - [3593],6,00 10 20 30 40 50
300,34,ალექსანდრე ყაზბეგის გამზირი #44 - [3593],7,00 10 20 30 40 50
300,34,ალექსანდრე ყაზბეგის გამზირი #44 - [3593],8,00 10 20 30 40 50
300,34,ალექსანდრე ყაზბეგის გამზირი #44 - [3593],9,00 10 20 30 40 50
300,34,ალექსანდრე ყაზბეგის გამზირი #44 - [3593],10,00 10 20 30 40 50
300,34,ალექსანდრე ყაზბეგის გამზირი #44 - [3593],11,00 10 20 30 40 50
300,34,ალექსანდრე ყაზბეგის გამზირი #44 - [3593],12,00 10 20 30 40 50
300,34,ალექსანდრე ყაზბეგის გამზირი #44 - [3593],13,00 10 20 30 40 50
300,34,ალექსანდრე ყაზბეგის გამზირი #44 - [3593],14,00 10 20 30 40 50
300,34,ალექსანდრე ყაზბეგის გამზირი #44 - [3593],15,00 10 20 30 40 50
300,34,ალექსანდრე ყაზბეგის გამზირი #44 - [3593],16,00 10 20 30 40 50
300,34,ალექსანდრე ყაზბეგის გამზირი #44 - [3593],17,00 10 20 30 40 50
300,34,ალექსანდრე ყაზბეგის გამზირი #44 - [3593],18,00 10 20 30 40 50
300,34,ალექსანდრე ყაზბეგის გამზირი #44 - [3593],19,00 10 20 30 40 50
300,34,ალექსანდრე ყაზბეგის გამზირი #44 - [3593],20,00 10 20 30 40 50
300,34,ალექსანდრე ყაზბეგის გამზირი #44 - [3593],21,00 10 20 30 40 50
300,34,ალექსანდრე ყაზბეგის გამზირი #44 - [3593],22,00 10 20 30 40 50
300,35,კალისტრატე ქუთათელაძის ქუჩა - [994],6,00 10 20 30 40 50
300,35,კალისტრატე ქუთათელაძის ქუჩა - [994],7,00 10 20 30 40 50
300,35,კალისტრატე ქუთათელაძის ქუჩა - [994],8,00 10 20 30 40 50
300,35,კალისტრატე ქუთათელაძის ქუჩა - [994],9,00 10 20 30 40 50
300,35,კალისტრატე ქუთათელაძის ქუჩა - [994],10,00 10 20 30 40 50
300,35,კალისტრატე ქუთათელაძის ქუჩა - [994],11,00 10 20 30 40 50
300,35,კალისტრატე ქუთათელაძის ქუჩა - [994],12,00 10 20 30 40 50
300,35,კალისტრატე ქუთათელაძის ქუჩა - [994],13,00 10 20 30 40 50
300,35,კალისტრატე ქუთათელაძის ქუჩა - [994],14,00 10 20 30 40 50
300,35,კალისტრატე ქუთათელაძის ქუჩა - [994],15,00 10 20 30 40 50
300,35,კალისტრატე ქუთათელაძის ქუჩა - [994],16,00 10 20 30 40 50
300,35,კალისტრატე ქუთათელაძის ქუჩა - [994],17,00 10 20 30 40 50
300,35,კალისტრატე ქუთათელაძის ქუჩა - [994],18,00 10 20 30 40 50
300,35,კალისტრატე ქუთათელაძის ქუჩა - [994],19,00 10 20 30 40 50
300,35,კალისტრატე ქუთათელაძის ქუჩა - [994],20,00 10 20 30 40 50
300,35,კალისტრატე ქუთათელაძის ქუჩა - [994],21,00 10 20 30 40 50
300,35,კალისტრატე ქუთათელაძის ქუჩა - [994],22,00 10 20 30 40 50
300,36,ანა ანტონოვსკაიას ქუჩა - [996],6,00 10 20 30 40 50
300,36,ანა ანტონოვსკაიას ქუჩა - [996],7,00 10 20 30 40 50
300,36,ანა ანტონოვსკაიას ქუჩა - [996],8,00 10 20 30 40 50
300,36,ანა ანტონოვსკაიას ქუჩა - [996],9,00 10 20 30 40 50
300,36,ანა ანტონოვსკაიას ქუჩა - [996],10,00 10 20 30 40 50
300,36,ანა ანტონოვსკაიას ქუჩა - [996],11,00 10 20 30 40 50
300,36,ანა ანტონოვსკაიას ქუჩა - [996],12,00 10 20 30 40 50
300,36,ანა ანტონოვსკაიას ქუჩა - [996],13,00 10 20 30 40 50
300,36,ანა ანტონოვსკაიას ქუჩა - [996],14,00 10 20 30 40 50
300,36,ანა ანტონოვსკაიას ქუჩა - [996],15,00 10 20 30 40 50
300,36,ანა ანტონოვსკაიას ქუჩა - [996],16,00 10 20 30 40 50
300,36,ანა ანტონოვსკაიას ქუჩა - [996],17,00 10 20 30 40 50
300,36,ანა ანტონოვსკაიას ქუჩა - [996],18,00 10 20 30 40 50
300,36,ანა ანტონოვსკაიას ქუჩა - [996],19,00 10 20 30 40 50
300,36,ანა ანტონოვსკაიას ქუჩა - [996],20,00 10 20 30 40 50
300,36,ანა ანტონოვსკაიას ქუჩა - [996],21,00 10 20 30 40 50
300,36,ანა ანტონოვსკაიას ქუჩა - [996],22,00 10 20 30 40 50
300,37,გივი კარტოზიას ქუჩა - [999],6,00 10 20 30 40 50
300,37,გივი კარტოზიას ქუჩა - [999],7,00 10 20 30 40 50
300,37,გივი კარტოზიას ქუჩა - [999],8,00 10 20 30 40 50
300,37,გივი კარტოზიას ქუჩა - [999],9,00 10 20 30 40 50
300,37,გივი კარტოზიას ქუჩა - [999],10,00 10 20 30 40 50
300,37,გივი კარტოზიას ქუჩა - [999],11,00 10 20 30 40 50
300,37,გივი კარტოზიას ქუჩა - [999],12,00 10 20 30 40 50
300,37,გივი კარტოზიას ქუჩა - [999],13,00 10 20 30 40 50
300,37,გივი კარტოზიას ქუჩა - [999],14,00 10 20 30 40 50
300,37,გივი კარტოზიას ქუჩა - [999],15,00 10 20 30 40 50
300,37,გივი კარტოზიას ქუჩა - [999],16,00 10 20 30 40 50
300,37,გივი კარტოზიას ქუჩა - [999],17,00 10 20 30 40 50
300,37,გივი კარტოზიას ქუჩა - [999],18,00 10 20 30 40 50
300,37,გივი კარტოზიას ქუჩა - [999],19,00 10 20 30 40 50
300,37,გივი კარტოზიას ქუჩა - [999],20,00 10 20 30 40 50
300,37,გივი კარტოზიას ქუჩა - [999],21,00 10 20 30 40 50
300,37,გივი კარტოზიას ქუჩა - [999],22,00 10 20 30 40 50
300,38,ვასო გოძიაშვილის ბაღი - [1000],6,00 10 20 30 40 50
300,38,ვასო გოძიაშვილის ბაღი - [1000],7,00 10 20 30 40 50
300,38,ვასო გოძიაშვილის ბაღი - [1000],8,00 10 20 30 40 50
300,38,ვასო გოძიაშვილის ბაღი - [1000],9,00 10 20 30 40 50
300,38,ვასო გოძიაშვილის ბაღი - [1000],10,00 10 20 30 40 50
300,38,ვასო გოძიაშვილის ბაღი - [1000],11,00 10 20 30 40 50
300,38,ვასო გოძიაშვილის ბაღი - [1000],12,00 10 20 30 40 50
300,38,ვასო გოძიაშვილის ბაღი - [1000],13,00 10 20 30 40 50
300,38,ვასო გოძიაშვილის ბაღი - [1000],14,00 10 20 30 40 50
300,38,ვასო გოძიაშვილის ბაღი - [1000],15,00 10 20 30 40 50
300,38,ვასო გოძიაშვილის ბაღი - [1000],16,00 10 20 30 40 50
300,38,ვასო გოძიაშვილის ბაღი - [1000],17,00 10 20 30 40 50
300,38,ვასო გოძიაშვილის ბაღი - [1000],18,00 10 20 30 40 50
300,38,ვასო გოძიაშვილის ბაღი - [1000],19,00 10 20 30 40 50
300,38,ვასო გოძიაშვილის ბაღი - [1000],20,00 10 20 30 40 50
300,38,ვასო გოძიაშვილის ბაღი - [1000],21,00 10 20 30 40 50
300,38,ვასო გოძიაშვილის ბაღი - [1000],22,00 10 20 30 40 50
300,39,ტანძიის ქუჩა - [1001],6,00 10 20 30 40 50
300,39,ტანძიის ქუჩა - [1001],7,00 10 20 30 40 50
300,39,ტანძიის ქუჩა - [1001],8,00 10 20 30 40 50
300,39,ტანძიის ქუჩა - [1001],9,00 10 20 30 40 50
300,39,ტანძიის ქუჩა - [1001],10,00 10 20 30 40 50
300,39,ტანძიის ქუჩა - [1001],11,00 10 20 30 40 50
300,39,ტანძიის ქუჩა - [1001],12,00 10 20 30 40 50
300,39,ტანძიის ქუჩა - [1001],13,00 10 20 30 40 50
300,39,ტანძიის ქუჩა - [1001],14,00 10 20 30 40 50
300,39,ტანძიის ქუჩა - [1001],15,00 10 20 30 40 50
300,39,ტანძიის ქუჩა - [1001],16,00 10 20 30 40 50
300,39,ტანძიის ქუჩა - [1001],17,00 10 20 30 40 50
300,39,ტანძიის ქუჩა - [1001],18,00 10 20 30 40 50
300,39,ტანძიის ქუჩა - [1001],19,00 10 20 30 40 50
300,39,ტანძიის ქუჩა - [1001],20,00 10 20 30 40 50
300,39,ტანძიის ქუჩა - [1001],21,00 10 20 30 40 50
300,39,ტანძიის ქუჩა - [1001],22,00 10 20 30 40 50
300,40,ტაშკენტის ქუჩა - [1003],6,00 10 20 30 40 50
300,40,ტაშკენტის ქუჩა - [1003],7,00 10 20 30 40 50
300,40,ტაშკენტის ქუჩა - [1003],8,00 10 20 30 40 50
300,40,ტაშკენტის ქუჩა - [1003],9,00 10 20 30 40 50
300,40,ტაშკენტის ქუჩა - [1003],10,00 10 20 30 40 50
300,40,ტაშკენტის ქუჩა - [1003],11,00 10 20 30 40 50
300,40,ტაშკენტის ქუჩა - [1003],12,00 10 20 30 40 50
300,40,ტაშკენტის ქუჩა - [1003],13,00 10 20 30 40 50
300,40,ტაშკენტის ქუჩა - [1003],14,00 10 20 30 40 50
300,40,ტაშკენტის ქუჩა - [1003],15,00 10 20 30 40 50
300,40,ტაშკენტის ქუჩა - [1003],16,00 10 20 30 40 50
300,40,ტაშკენტის ქუჩა - [1003],17,00 10 20 30 40 50
300,40,ტაშკენტის ქუჩა - [1003],18,00 10 20 30 40 50
300,40,ტაშკენტის ქუჩა - [1003],19,00 10 20 30 40 50
300,40,ტაშკენტის ქუჩა - [1003],20,00 10 20 30 40 50
300,40,ტაშკენტის ქუჩა - [1003],21,00 10 20 30 40 50
300,40,ტაშკენტის ქუჩა - [1003],22,00 10 20 30 40 50
300,41,ეროვნული არქივი - [3833],6,00 10 20 30 40 50
300,41,ეროვნული არქივი - [3833],7,00 10 20 30 40 50
300,41,ეროვნული არქივი - [3833],8,00 10 20 30 40 50
300,41,ეროვნული არქივი - [3833],9,00 10 20 30 40 50
300,41,ეროვნული არქივი - [3833],10,00 10 20 30 40 50
300,41,ეროვნული არქივი - [3833],11,00 10 20 30 40 50
300,41,ეროვნული არქივი - [3833],12,00 10 20 30 40 50
300,41,ეროვნული არქივი - [3833],13,00 10 20 30 40 50
300,41,ეროვნული არქივი - [3833],14,00 10 20 30 40 50
300,41,ეროვნული არქივი - [3833],15,00 10 20 30 40 50
300,41,ეროვნული არქივი - [3833],16,00 10 20 30 40 50
300,41,ეროვნული არქივი - [3833],17,00 10 20 30 40 50
300,41,ეროვნული არქივი - [3833],18,00 10 20 30 40 50
300,41,ეროვნული არქივი - [3833],19,00 10 20 30 40 50
300,41,ეროვნული არქივი - [3833],20,00 10 20 30 40 50
300,41,ეროვნული არქივი - [3833],21,00 10 20 30 40 50
300,41,ეროვნული არქივი - [3833],22,00 10 20 30 40 50
300,42,დები იშხნელების ქუჩა - [3844],6,00 10 20 30 40 50
300,42,დები იშხნელების ქუჩა - [3844],7,00 10 20 30 40 50
300,42,დები იშხნელების ქუჩა - [3844],8,00 10 20 30 40 50
300,42,დები იშხნელების ქუჩა - [3844],9,00 10 20 30 40 50
300,42,დები იშხნელების ქუჩა - [3844],10,00 10 20 30 40 50
300,42,დები იშხნელების ქუჩა - [3844],11,00 10 20 30 40 50
300,42,დები იშხნელების ქუჩა - [3844],12,00 10 20 30 40 50
300,42,დები იშხნელების ქუჩა - [3844],13,00 10 20 30 40 50
300,42,დები იშხნელების ქუჩა - [3844],14,00 10 20 30 40 50
300,42,დები იშხნელების ქუჩა - [3844],15,00 10 20 30 40 50
300,42,დები იშხნელების ქუჩა - [3844],16,00 10 20 30 40 50
300,42,დები იშხნელების ქუჩა - [3844],17,00 10 20 30 40 50
300,42,დები იშხნელების ქუჩა - [3844],18,00 10 20 30 40 50
300,42,დები იშხნელების ქუჩა - [3844],19,00 10 20 30 40 50
300,42,დები იშხნელების ქუჩა - [3844],20,00 10 20 30 40 50
300,42,დები იშხნელების ქუჩა - [3844],21,00 10 20 30 40 50
300,42,დები იშხნელების ქუჩა - [3844],22,00 10 20 30 40 50
300,43,ანა კალანდაძის ქუჩა - [3265],6,00 10 20 30 40 50
300,43,ანა კალანდაძის ქუჩა - [3265],7,00 10 20 30 40 50
300,43,ანა კალანდაძის ქუჩა - [3265],8,00 10 20 30 40 50
300,43,ანა კალანდაძის ქუჩა - [3265],9,00 10 20 30 40 50
300,43,ანა კალანდაძის ქუჩა - [3265],10,00 10 20 30 40 50
300,43,ანა კალანდაძის ქუჩა - [3265],11,00 10 20 30 40 50
300,43,ანა კალანდაძის ქუჩა - [3265],12,00 10 20 30 40 50
300,43,ანა კალანდაძის ქუჩა - [3265],13,00 10 20 30 40 50
300,43,ანა კალანდაძის ქუჩა - [3265],14,00 10 20 30 40 50
300,43,ანა კალანდაძის ქუჩა - [3265],15,00 10 20 30 40 50
300,43,ანა კალანდაძის ქუჩა - [3265],16,00 10 20 30 40 50
300,43,ანა კალანდაძის ქუჩა - [3265],17,00 10 20 30 40 50
300,43,ანა კალანდაძის ქუჩა - [3265],18,00 10 20 30 40 50
300,43,ანა კალანდაძის ქუჩა - [3265],19,00 10 20 30 40 50
300,43,ანა კალანდაძის ქუჩა - [3265],20,00 10 20 30 40 50
300,43,ანა კალანდაძის ქუჩა - [3265],21,00 10 20 30 40 50
300,43,ანა კალანდაძის ქუჩა - [3265],22,00 10 20 30 40 50
300,44,თბილისის მერია - [3008],6,00 10 20 30 40 50
300,44,თბილისის მერია - [3008],7,00 10 20 30 40 50
300,44,თბილისის მერია - [3008],8,00 10 20 30 40 50
300,44,თბილისის მერია - [3008],9,00 10 20 30 40 50
300,44,თბილისის მერია - [3008],10,00 10 20 30 40 50
300,44,თბილისის მერია - [3008],11,00 10 20 30 40 50
300,44,თბილისის მერია - [3008],12,00 10 20 30 40 50
300,44,თბილისის მერია - [3008],13,00 10 20 30 40 50
300,44,თბილისის მერია - [3008],14,00 10 20 30 40 50
300,44,თბილისის მერია - [3008],15,00 10 20 30 40 50
300,44,თბილისის მერია - [3008],16,00 10 20 30 40 50
300,44,თბილისის მერია - [3008],17,00 10 20 30 40 50
300,44,თბილისის მერია - [3008],18,00 10 20 30 40 50
300,44,თბილისის მერია - [3008],19,00 10 20 30 40 50
300,44,თბილისის მერია - [3008],20,00 10 20 30 40 50
300,44,თბილისის მერია - [3008],21,00 10 20 30 40 50
300,44,თბილისის მერია - [3008],22,00 10 20 30 40 50
300,45,სულხან ცინცაძის ქუჩა - [930],6,00 10 20 30 40 50
300,45,სულხან ცინცაძის ქუჩა - [930],7,00 10 20 30 40 50
300,45,სულხან ცინცაძის ქუჩა - [930],8,00 10 20 30 40 50
300,45,სულხან ცინცაძის ქუჩა - [930],9,00 10 20 30 40 50
300,45,სულხან ცინცაძის ქუჩა - [930],10,00 10 20 30 40 50
300,45,სულხან ცინცაძის ქუჩა - [930],11,00 10 20 30 40 50
300,45,სულხან ცინცაძის ქუჩა - [930],12,00 10 20 30 40 50
300,45,სულხან ცინცაძის ქუჩა - [930],13,00 10 20 30 40 50
300,45,სულხან ცინცაძის ქუჩა - [930],14,00 10 20 30 40 50
300,45,სულხან ცინცაძის ქუჩა - [930],15,00 10 20 30 40 50
300,45,სულხან ცინცაძის ქუჩა - [930],16,00 10 20 30 40 50
300,45,სულხან ცინცაძის ქუჩა - [930],17,00 10 20 30 40 50
300,45,სულხან ცინცაძის ქუჩა - [930],18,00 10 20 30 40 50
300,45,სულხან ცინცაძის ქუჩა - [930],19,00 10 20 30 40 50
300,45,სულხან ცინცაძის ქუჩა - [930],20,00 10 20 30 40 50
300,45,სულხან ცინცაძის ქუჩა - [930],21,00 10 20 30 40 50
300,45,სულხან ცინცაძის ქუჩა - [930],22,00 10 20 30 40 50
300,46,"მ/ს ""ტექნიკური უნივერსიტეტი"" - [2119]",6,00 10 20 30 40 50
300,46,"მ/ს ""ტექნიკური უნივერსიტეტი"" - [2119]",7,00 10 20 30 40 50
300,46,"მ/ს ""ტექნიკური უნივერსიტეტი"" - [2119]",8,00 10 20 30 40 50
300,46,"მ/ს ""ტექნიკური უნივერსიტეტი"" - [2119]",9,00 10 20 30 40 50
300,46,"მ/ს ""ტექნიკური უნივერსიტეტი"" - [2119]",10,00 10 20 30 40 50
300,46,"მ/ს ""ტექნიკური უნივერსიტეტი"" - [2119]",11,00 10 20 30 40 50
300,46,"მ/ს ""ტექნიკური უნივერსიტეტი"" - [2119]",12,00 10 20 30 40 50
300,46,"მ/ს ""ტექნიკური უნივერსიტეტი"" - [2119]",13,00 10 20 30 40 50
300,46,"მ/ს ""ტექნიკური უნივერსიტეტი"" - [2119]",14,00 10 20 30 40 50
300,46,"მ/ს ""ტექნიკური უნივერსიტეტი"" - [2119]",15,00 10 20 30 40 50
300,46,"მ/ს ""ტექნიკური უნივერსიტეტი"" - [2119]",16,00 10 20 30 40 50
300,46,"მ/ს ""ტექნიკური უნივერსიტეტი"" - [2119]",17,00 10 20 30 40 50
300,46,"მ/ს ""ტექნიკური უნივერსიტეტი"" - [2119]",18,00 10 20 30 40 50
300,46,"მ/ს ""ტექნიკური უნივერსიტეტი"" - [2119]",19,00 10 20 30 40 50
300,46,"მ/ს ""ტექნიკური უნივერსიტეტი"" - [2119]",20,00 10 20 30 40 50
300,46,"მ/ს ""ტექნიკური უნივერსიტეტი"" - [2119]",21,00 10 20 30 40 50
300,46,"მ/ს ""ტექნიკური უნივერსიტეტი"" - [2119]",22,00 10 20 30 40 50
300,47,26 მაისის მოედანი - [925],6,00 10 20 30 40 50
300,47,26 მაისის მოედანი - [925],7,00 10 20 30 40 50
300,47,26 მაისის მოედანი - [925],8,00 10 20 30 40 50
300,47,26 მაისის მოედანი - [925],9,00 10 20 30 40 50
300,47,26 მაისის მოედანი - [925],10,00 10 20 30 40 50
300,47,26 მაისის მოედანი - [925],11,00 10 20 30 40 50
300,47,26 მაისის მოედანი - [925],12,00 10 20 30 40 50
300,47,26 მაისის მოედანი - [925],13,00 10 20 30 40 50
300,47,26 მაისის მოედანი - [925],14,00 10 20 30 40 50
300,47,26 მაისის მოედანი - [925],15,00 10 20 30 40 50
300,47,26 მაისის მოედანი - [925],16,00 10 20 30 40 50
300,47,26 მაისის მოედანი - [925],17,00 10 20 30 40 50
300,47,26 მაისის მოედანი - [925],18,00 10 20 30 40 50
300,47,26 მაისის მოედანი - [925],19,00 10 20 30 40 50
300,47,26 მაისის მოედანი - [925],20,00 10 20 30 40 50
300,47,26 მაისის მოედანი - [925],21,00 10 20 30 40 50
300,47,26 მაისის მოედანი - [925],22,00 10 20 30 40 50
300,48,სიმონ ჩიქოვანის ქუჩა - [924],6,00 10 20 30 40 50
300,48,სიმონ ჩიქოვანის ქუჩა - [924],7,00 10 20 30 40 50
300,48,სიმონ ჩიქოვანის ქუჩა - [924],8,00 10 20 30 40 50
300,48,სიმონ ჩიქოვანის ქუჩა - [924],9,00 10 20 30 40 50
300,48,სიმონ ჩიქოვანის ქუჩა - [924],10,00 10 20 30 40 50
300,48,სიმონ ჩიქოვანის ქუჩა - [924],11,00 10 20 30 40 50
300,48,სიმონ ჩიქოვანის ქუჩა - [924],12,00 10 20 30 40 50
300,48,სიმონ ჩიქოვანის ქუჩა - [924],13,00 10 20 30 40 50
300,48,სიმონ ჩიქოვანის ქუჩა - [924],14,00 10 20 30 40 50
300,48,სიმონ ჩიქოვანის ქუჩა - [924],15,00 10 20 30 40 50
300,48,სიმონ ჩიქოვანის ქუჩა - [924],16,00 10 20 30 40 50
300,48,სიმონ ჩიქოვანის ქუჩა - [924],17,00 10 20 30 40 50
300,48,სიმონ ჩიქოვანის ქუჩა - [924],18,00 10 20 30 40 50
300,48,სიმონ ჩიქოვანის ქუჩა - [924],19,00 10 20 30 40 50
300,48,სიმონ ჩიქოვანის ქუჩა - [924],20,00 10 20 30 40 50
300,48,სიმონ ჩიქოვანის ქუჩა - [924],21,00 10 20 30 40 50
300,48,სიმონ ჩიქოვანის ქუჩა - [924],22,00 10 20 30 40 50
300,49,ზოოპარკი - [804],6,00 10 20 30 40 50
300,49,ზოოპარკი - [804],7,00 10 20 30 40 50
300,49,ზოოპარკი - [804],8,00 10 20 30 40 50
300,49,ზოოპარკი - [804],9,00 10 20 30 40 50
300,49,ზოოპარკი - [804],10,00 10 20 30 40 50
300,49,ზოოპარკი - [804],11,00 10 20 30 40 50
300,49,ზოოპარკი - [804],12,00 10 20 30 40 50
300,49,ზოოპარკი - [804],13,00 10 20 30 40 50
300,49,ზოოპარკი - [804],14,00 10 20 30 40 50
300,49,ზოოპარკი - [804],15,00 10 20 30 40 50
300,49,ზოოპარკი - [804],16,00 10 20 30 40 50
300,49,ზოოპარკი - [804],17,00 10 20 30 40 50
300,49,ზოოპარკი - [804],18,00 10 20 30 40 50
300,49,ზოოპარკი - [804],19,00 10 20 30 40 50
300,49,ზოოპარკი - [804],20,00 10 20 30 40 50
300,49,ზოოპარკი - [804],21,00 10 20 30 40 50
300,49,ზოოპარკი - [804],22,00 10 20 30 40 50
300,50,გმირთა მოედანი - [811],6,00 10 20 30 40 50
300,50,გმირთა მოედანი - [811],7,00 10 20 30 40 50
300,50,გმირთა მოედანი - [811],8,00 10 20 30 40 50
300,50,გმირთა მოედანი - [811],9,00 10 20 30 40 50
300,50,გმირთა მოედანი - [811],10,00 10 20 30 40 50
300,50,გმირთა მოედანი - [811],11,00 10 20 30 40 50
300,50,გმირთა მოედანი - [811],12,00 10 20 30 40 50
300,50,გმირთა მოედანი - [811],13,00 10 20 30 40 50
300,50,გმირთა მოედანი - [811],14,00 10 20 30 40 50
300,50,გმირთა მოედანი - [811],15,00 10 20 30 40 50
300,50,გმირთა მოედანი - [811],16,00 10 20 30 40 50
300,50,გმირთა მოედანი - [811],17,00 10 20 30 40 50
300,50,გმირთა მოედანი - [811],18,00 10 20 30 40 50
300,50,გმირთა მოედანი - [811],19,00 10 20 30 40 50
300,50,გმირთა მოედანი - [811],20,00 10 20 30 40 50
300,50,გმირთა მოედანი - [811],21,00 10 20 30 40 50
300,50,გმირთა მოედანი - [811],22,00 10 20 30 40 50
300,51,დავით აღმაშენებლის გამზირი - [2126],6,00 10 20 30 40 50
300,51,დავით აღმაშენებლის გამზირი - [2126],7,00 10 20 30 40 50
300,51,დავით აღმაშენებლის გამზირი - [2126],8,00 10 20 30 40 50
300,51,დავით აღმაშენებლის გამზირი - [2126],9,00 10 20 30 40 50
300,51,დავით აღმაშენებლის გამზირი - [2126],10,00 10 20 30 40 50
300,51,დავით აღმაშენებლის გამზირი - [2126],11,00 10 20 30 40 50
300,51,დავით აღმაშენებლის გამზირი - [2126],12,00 10 20 30 40 50
300,51,დავით აღმაშენებლის გამზირი - [2126],13,00 10 20 30 40 50
300,51,დავით აღმაშენებლის გამზირი - [2126],14,00 10 20 30 40 50
300,51,დავით აღმაშენებლის გამზირი - [2126],15,00 10 20 30 40 50
300,51,დავით აღმაშენებლის გამზირი - [2126],16,00 10 20 30 40 50
300,51,დავით აღმაშენებლის გამზირი - [2126],17,00 10 20 30 40 50
300,51,დავით აღმაშენებლის გამზირი - [2126],18,00 10 20 30 40 50
300,51,დავით აღმაშენებლის გამზირი - [2126],19,00 10 20 30 40 50
300,51,დავით აღმაშენებლის გამზირი - [2126],20,00 10 20 30 40 50
300,51,დავით აღმაშენებლის გამზირი - [2126],21,00 10 20 30 40 50
300,51,დავით აღმაშენებლის გამზირი - [2126],22,00 10 20 30 40 50
300,52,#24-ე საჯარო სკოლა - [801],6,00 10 20 30 40 50
300,52,#24-ე საჯარო სკოლა - [801],7,00 10 20 30 40 50
300,52,#24-ე საჯარო სკოლა - [801],8,00 10 20 30 40 50
300,52,#24-ე საჯარო სკოლა - [801],9,00 10 20 30 40 50
300,52,#24-ე საჯარო სკოლა - [801],10,00 10 20 30 40 50
300,52,#24-ე საჯარო სკოლა - [801],11,00 10 20 30 40 50
300,52,#24-ე საჯარო სკოლა - [801],12,00 10 20 30 40 50
300,52,#24-ე საჯარო სკოლა - [801],13,00 10 20 30 40 50
300,52,#24-ე საჯარო სკოლა - [801],14,00 10 20 30 40 50
300,52,#24-ე საჯარო სკოლა - [801],15,00 10 20 30 40 50
300,52,#24-ე საჯარო სკოლა - [801],16,00 10 20 30 40 50
300,52,#24-ე საჯარო სკოლა - [801],17,00 10 20 30 40 50
300,52,#24-ე საჯარო სკოლა - [801],18,00 10 20 30 40 50
300,52,#24-ე საჯარო სკოლა - [801],19,00 10 20 30 40 50
300,52,#24-ე საჯარო სკოლა - [801],20,00 10 20 30 40 50
300,52,#24-ე საჯარო სკოლა - [801],21,00 10 20 30 40 50
300,52,#24-ე საჯარო სკოლა - [801],22,00 10 20 30 40 50
300,53,გიორგი ტოვსტონოგოვის ქუჩა - [914],6,00 10 20 30 40 50
300,53,გიორგი ტოვსტონოგოვის ქუჩა - [914],7,00 10 20 30 40 50
300,53,გიორგი ტოვსტონოგოვის ქუჩა - [914],8,00 10 20 30 40 50
300,53,გიორგი ტოვსტონოგოვის ქუჩა - [914],9,00 10 20 30 40 50
300,53,გიორგი ტოვსტონოგოვის ქუჩა - [914],10,00 10 20 30 40 50
300,53,გიორგი ტოვსტონოგოვის ქუჩა - [914],11,00 10 20 30 40 50
300,53,გიორგი ტოვსტონოგოვის ქუჩა - [914],12,00 10 20 30 40 50
300,53,გიორგი ტოვსტონოგოვის ქუჩა - [914],13,00 10 20 30 40 50
300,53,გიორგი ტოვსტონოგოვის ქუჩა - [914],14,00 10 20 30 40 50
300,53,გიორგი ტოვსტონოგოვის ქუჩა - [914],15,00 10 20 30 40 50
300,53,გიორგი ტოვსტონოგოვის ქუჩა - [914],16,00 10 20 30 40 50
300,53,გიორგი ტოვსტონოგოვის ქუჩა - [914],17,00 10 20 30 40 50
